tx	gene_id	MCIC_FC_2024_111	MCIC_FD_2024_105	MCIC_FD_2024_204	MCIC_MD_2024_109	MCIC_MD_2024_113	MCIC_MD_2024_116
gnl|WGS:JAKSZP|L0F63_000118-T1_mrna	L0F63_000118	0	0	0	0	0	0
unassigned_transcript_301	L0F63_000179	0	0	0	0	0	0
unassigned_transcript_302	L0F63_000180	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_000209-T1_mrna	L0F63_000209	3.476241	7.974692	0.562837	4.484719	1.130434	1.514992
unassigned_transcript_303	L0F63_000210	0	0	0	0	0	0
unassigned_transcript_304	L0F63_000271	0	0	0	0	0	0
unassigned_transcript_305	L0F63_000272	0	0	0	0	0	0
unassigned_transcript_306	L0F63_000273	0	0	0	0	0	0
unassigned_transcript_307	L0F63_000297	0	0	0	0	0	0
unassigned_transcript_308	L0F63_000298	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_000299-T1_mrna	L0F63_000299	87.894582	274.729292	24.134654	581.749826	56.666122	26.2982
unassigned_transcript_309	L0F63_000300	0	0	0	0	0	0
unassigned_transcript_310	L0F63_000324	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_000325-T1_mrna	L0F63_000325	163.132356	226.753855	246.390811	176.489934	191.993097	225.961337
unassigned_transcript_311	L0F63_000350	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_000351-T1_mrna	L0F63_000351	88.752124	48.189531	91.122419	34.376862	122.977083	111.486728
unassigned_transcript_312	L0F63_000380	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_000405-T1_mrna	L0F63_000405	7.491589	0	0	1.565721	0	0
gnl|WGS:JAKSZP|L0F63_000430-T1_mrna	L0F63_000430	95.63407	154.126665	79.596503	140.278874	107.489882	80.17352
unassigned_transcript_313	L0F63_000431	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_000446-T1_mrna	L0F63_000446	1190.626659	544.496852	1682.206297	1084.407187	733.128231	1049.646055
gnl|WGS:JAKSZP|L0F63_000447-T1_mrna	L0F63_000447	47.675705	117.57378	108.082404	132.826993	81.478679	40.742251
unassigned_transcript_314	L0F63_000448	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_000500-T1_mrna	L0F63_000500	14.915161	53.717845	4.046534	41.923793	8.717371	9.433202
gnl|WGS:JAKSZP|L0F63_000501-T1_mrna	L0F63_000501	48.123359	52.648069	27.684324	62.720605	50.149657	40.796315
gnl|WGS:JAKSZP|L0F63_000521-T1_mrna	L0F63_000521	0	0	0	0	0	0
unassigned_transcript_315	L0F63_000522	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_000523-T1_mrna	L0F63_000523	40.671817	55.062506	23.227961	72.101652	24.596664	29.755045
gnl|WGS:JAKSZP|L0F63_000524-T1_mrna	L0F63_000524	42.631293	77.143207	29.469658	84.717723	22.054609	54.904432
gnl|WGS:JAKSZP|L0F63_000525-T1_mrna	L0F63_000525	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_000547-T1_mrna	L0F63_000547	69.928419	41.690202	111.931789	24.435214	117.399212	104.885192
gnl|WGS:JAKSZP|L0F63_000548-T1_mrna	L0F63_000548	60.318794	92.130404	79.249656	78.214608	67.46643	64.019324
gnl|WGS:JAKSZP|L0F63_000592-T1_mrna	L0F63_000592	35.69431	164.747145	10.205422	160.866245	25.15035	16.492226
gnl|WGS:JAKSZP|L0F63_000611-T1_mrna	L0F63_000611	50.48411	138.674927	41.57223	127.550558	46.750551	50.427225
gnl|WGS:JAKSZP|L0F63_000612-T1_mrna	L0F63_000612	8.599463	8.304419	12.215538	10.190039	11.142264	7.4843
unassigned_transcript_316	L0F63_000639	0	0	0	0	0	0
unassigned_transcript_317	L0F63_000640	0	0	0	0	0	0
unassigned_transcript_318	L0F63_000661	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_000678-T1_mrna	L0F63_000678	105.827746	117.174653	98.712371	116.420019	82.83242	99.360113
unassigned_transcript_319	L0F63_000692	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_000693-T1_mrna	L0F63_000693	46.000157	89.156885	25.463871	94.3307	65.857535	39.859665
gnl|WGS:JAKSZP|L0F63_000735-T1_mrna	L0F63_000735	109.620013	127.48275	3.178858	7.73349	13.73409	4.035008
gnl|WGS:JAKSZP|L0F63_000736-T1_mrna	L0F63_000736	116.202526	123.153689	151.224537	122.299557	144.438488	166.657307
gnl|WGS:JAKSZP|L0F63_000745-T1_mrna	L0F63_000745	28.907326	51.956127	15.862665	41.595387	30.581706	19.975969
gnl|WGS:JAKSZP|L0F63_000769-T1_mrna	L0F63_000769	29.027281	4.892673	64.598593	12.082651	75.012511	47.82099
gnl|WGS:JAKSZP|L0F63_000770-T1_mrna	L0F63_000770	32.873354	208.537863	15.72902	180.491895	47.962863	24.647672
gnl|WGS:JAKSZP|L0F63_000834-T1_mrna	L0F63_000834	76.746669	69.523622	137.238916	63.009053	101.416578	88.088569
gnl|WGS:JAKSZP|L0F63_000859-T1_mrna	L0F63_000859	0.489307	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_000860-T1_mrna	L0F63_000860	0.160842	0.137569	0	3.081269	0.853779	0.501767
unassigned_transcript_320	L0F63_000861	0	0	0	0	0	0
unassigned_transcript_321	L0F63_000876	0	0	0	0	0	0
unassigned_transcript_322	L0F63_000892	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_000914-T1_mrna	L0F63_000914	90.058542	180.750725	97.685476	169.604632	114.172771	104.213868
gnl|WGS:JAKSZP|L0F63_000915-T1_mrna	L0F63_000915	34.935557	52.719429	38.146294	53.658526	29.390954	30.666064
gnl|WGS:JAKSZP|L0F63_000916-T1_mrna	L0F63_000916	58.225091	95.978897	15.149701	70.229339	48.037857	37.661301
gnl|WGS:JAKSZP|L0F63_000935-T1_mrna	L0F63_000935	4.643587	13.695378	8.850104	7.116588	2.83315	6.660029
gnl|WGS:JAKSZP|L0F63_000996-T1_mrna	L0F63_000996	53.329972	1735.533362	58.230517	538.906182	28.134682	6.390029
gnl|WGS:JAKSZP|L0F63_000997-T1_mrna	L0F63_000997	62.479297	122.167944	13.603156	113.199124	51.698053	42.829005
unassigned_transcript_323	L0F63_001017	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_001018-T1_mrna	L0F63_001018	0	0	0	0	0	0
unassigned_transcript_324	L0F63_001019	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_001020-T1_mrna	L0F63_001020	3.328005	8.034338	0	8.667079	2.643004	0.946761
gnl|WGS:JAKSZP|L0F63_001059-T1_mrna	L0F63_001059	206.502894	261.028703	331.43381	269.204729	234.448037	234.684274
unassigned_transcript_325	L0F63_001060	0	0	0	0	0	0
unassigned_transcript_326	L0F63_001104	0	0	0	0	0	0
unassigned_transcript_327	L0F63_001105	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_001146-T1_mrna	L0F63_001146	11.645767	7.914128	3.706913	6.660327	11.179911	13.128811
gnl|WGS:JAKSZP|L0F63_001160-T1_mrna	L0F63_001160	32.264931	16.812549	10.754922	33.921833	11.679234	24.326783
gnl|WGS:JAKSZP|L0F63_001191-T1_mrna	L0F63_001191	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_001244-T1_mrna	L0F63_001244	185.329324	161.660192	131.103474	145.055953	212.812877	189.505271
gnl|WGS:JAKSZP|L0F63_001245-T1_mrna	L0F63_001245	205.13302	162.066319	154.863144	167.311175	238.42888	220.993682
gnl|WGS:JAKSZP|L0F63_001260-T1_mrna	L0F63_001260	225.911392	330.8999	73.776113	410.422693	207.521795	126.631782
gnl|WGS:JAKSZP|L0F63_001261-T1_mrna	L0F63_001261	130.370485	164.708557	135.790799	144.231474	127.858636	165.685748
gnl|WGS:JAKSZP|L0F63_001281-T1_mrna	L0F63_001281	21.330171	30.102322	8.339956	26.623434	24.11504	23.227754
gnl|WGS:JAKSZP|L0F63_001329-T1_mrna	L0F63_001329	35.874194	49.584223	0	480.460901	175.807364	3.722597
unassigned_transcript_328	L0F63_001340	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_001341-T1_mrna	L0F63_001341	910.663769	717.079798	1317.515268	988.519073	1179.570401	1020.048795
unassigned_transcript_329	L0F63_001356	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_001357-T1_mrna	L0F63_001357	9.853658	29.874276	8.21923	39.148598	4.453246	5.107426
gnl|WGS:JAKSZP|L0F63_001358-T1_mrna	L0F63_001358	63.326647	61.090574	45.669735	48.081877	55.295602	67.347873
gnl|WGS:JAKSZP|L0F63_001359-T1_mrna	L0F63_001359	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_001360-T1_mrna	L0F63_001360	1441.106645	631.945433	1703.021893	685.270647	2237.114086	1245.91044
unassigned_transcript_330	L0F63_001390	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_001401-T1_mrna	L0F63_001401	12.47387	54.838908	4.794068	46.5855	6.492407	10.388843
gnl|WGS:JAKSZP|L0F63_001402-T1_mrna	L0F63_001402	1695.168059	0	3598.947134	0.312441	2158.626938	2658.438257
unassigned_transcript_331	L0F63_001447	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_001460-T1_mrna	L0F63_001460	54.943806	27.341227	39.261012	32.956203	65.212068	68.531449
unassigned_transcript_332	L0F63_001476	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_001477-T1_mrna	L0F63_001477	26.17067	56.617403	12.28576	49.728625	22.252293	16.559654
gnl|WGS:JAKSZP|L0F63_001478-T1_mrna	L0F63_001478	56.821743	113.924479	42.927591	91.950519	48.516092	45.785527
gnl|WGS:JAKSZP|L0F63_001497-T1_mrna	L0F63_001497	78.947916	240.510916	114.769808	501.797741	302.55271	63.693059
unassigned_transcript_333	L0F63_001498	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_001499-T1_mrna	L0F63_001499	40.582852	97.487304	11.454659	107.934121	11.13171	23.647887
gnl|WGS:JAKSZP|L0F63_001596-T1_mrna	L0F63_001596	84.689179	6.391714	121.334825	8.016786	236.5664	111.071371
gnl|WGS:JAKSZP|L0F63_001597-T1_mrna	L0F63_001597	87.339125	9.00751	99.675962	7.919118	220.328239	106.674906
gnl|WGS:JAKSZP|L0F63_001598-T1_mrna	L0F63_001598	4.85732	51.588891	2.118823	34.913533	1.460096	1.391716
unassigned_transcript_334	L0F63_001617	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_001635-T1_mrna	L0F63_001635	284.537491	112.051653	81.165552	109.306994	193.858953	114.85561
gnl|WGS:JAKSZP|L0F63_001656-T1_mrna	L0F63_001656	50.481362	48.346775	56.243795	44.990931	86.229833	53.718501
gnl|WGS:JAKSZP|L0F63_001657-T1_mrna	L0F63_001657	32.311308	83.166938	54.125033	77.711911	41.297166	39.85288
gnl|WGS:JAKSZP|L0F63_001658-T1_mrna	L0F63_001658	0	0	0	0	0	0
unassigned_transcript_335	L0F63_001676	0	0	0	0	0	0
unassigned_transcript_336	L0F63_001677	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_001694-T1_mrna	L0F63_001694	14.594583	25.948638	9.497707	15.385712	20.491482	9.250606
unassigned_transcript_337	L0F63_001695	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_001696-T1_mrna	L0F63_001696	17.989575	53.244463	3.770328	12.377918	2.220907	3.948947
gnl|WGS:JAKSZP|L0F63_001731-T1_mrna	L0F63_001731	0	2.610402	0	2.331481	0	1.616243
gnl|WGS:JAKSZP|L0F63_001763-T1_mrna	L0F63_001763	16.997817	54.480011	9.090751	38.097688	15.966238	21.265089
gnl|WGS:JAKSZP|L0F63_001780-T1_mrna	L0F63_001780	100.039585	70.897496	164.88798	48.712917	230.146299	123.645582
unassigned_transcript_338	L0F63_001781	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_001794-T1_mrna	L0F63_001794	87.50392	2031.126823	7.237991	2670.23205	77.966505	1.944083
gnl|WGS:JAKSZP|L0F63_001809-T1_mrna	L0F63_001809	1.025588	1.759844	0	0.785565	12.88943	0
gnl|WGS:JAKSZP|L0F63_001821-T1_mrna	L0F63_001821	5.964357	17.438012	1.769426	13.979862	3.676385	4.159764
gnl|WGS:JAKSZP|L0F63_001822-T1_mrna	L0F63_001822	152.911375	189.032215	212.194424	170.894347	187.284817	219.929016
gnl|WGS:JAKSZP|L0F63_001829-T1_mrna	L0F63_001829	217.200781	16.35845	412.334594	45.620724	121.858307	362.830725
unassigned_transcript_339	L0F63_001830	0	0	0	0	0	0
unassigned_transcript_340	L0F63_001831	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_001856-T1_mrna	L0F63_001856	0.408676	0.349316	0.628421	3.991567	0	0
gnl|WGS:JAKSZP|L0F63_001857-T1_mrna	L0F63_001857	14.391962	40.795101	6.538179	38.43169	13.544673	10.276219
gnl|WGS:JAKSZP|L0F63_001871-T1_mrna	L0F63_001871	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_001872-T1_mrna	L0F63_001872	114.786337	239.653848	90.377628	202.074048	102.526834	107.022389
gnl|WGS:JAKSZP|L0F63_001927-T1_mrna	L0F63_001927	46.420169	72.541571	17.973935	59.748955	26.560504	36.416275
gnl|WGS:JAKSZP|L0F63_001935-T1_mrna	L0F63_001935	187.493555	403.562377	109.282477	440.238351	128.135112	137.142394
unassigned_transcript_341	L0F63_001936	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_001951-T1_mrna	L0F63_001951	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_001952-T1_mrna	L0F63_001952	15.894729	465.930834	12.800888	350.046964	10.567772	0.987232
gnl|WGS:JAKSZP|L0F63_001953-T1_mrna	L0F63_001953	63.751769	163.701805	44.821382	122.436738	68.076747	51.554913
gnl|WGS:JAKSZP|L0F63_002013-T1_mrna	L0F63_002013	32.93067	58.025298	5.959987	41.815909	15.640069	24.267046
gnl|WGS:JAKSZP|L0F63_002039-T1_mrna	L0F63_002039	1.957456	0.560086	13.211	0.500697	3.505922	2.077504
unassigned_transcript_342	L0F63_002040	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_002052-T1_mrna	L0F63_002052	425.48585	1156.574079	325.956412	1031.064425	476.914544	366.68556
gnl|WGS:JAKSZP|L0F63_002088-T1_mrna	L0F63_002088	109.256021	72.184217	95.186411	51.78754	69.827183	133.629261
gnl|WGS:JAKSZP|L0F63_002105-T1_mrna	L0F63_002105	23.510659	29.057524	16.324652	26.680441	16.25821	31.829545
unassigned_transcript_343	L0F63_002106	0	0	0	0	0	0
unassigned_transcript_344	L0F63_002123	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_002143-T1_mrna	L0F63_002143	134.981717	149.657396	160.587879	133.032468	196.140768	173.358272
gnl|WGS:JAKSZP|L0F63_002157-T1_mrna	L0F63_002157	235.617251	497.346124	55.069961	573.518577	114.25778	113.943921
unassigned_transcript_345	L0F63_002158	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_002159-T1_mrna	L0F63_002159	58.696896	115.748366	23.351543	75.631331	55.630115	42.79492
gnl|WGS:JAKSZP|L0F63_002173-T1_mrna	L0F63_002173	293.296475	442.782588	171.947415	571.986064	233.819921	222.377148
gnl|WGS:JAKSZP|L0F63_002174-T1_mrna	L0F63_002174	37.064137	44.403085	24.739249	30.280053	30.916413	5.194458
gnl|WGS:JAKSZP|L0F63_002205-T1_mrna	L0F63_002205	239.447418	332.386693	529.252687	144.510186	494.957225	420.361723
gnl|WGS:JAKSZP|L0F63_002206-T1_mrna	L0F63_002206	0	0.662974	0	0.593654	0	0.810354
unassigned_transcript_346	L0F63_002228	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_002240-T1_mrna	L0F63_002240	143.927653	249.276999	180.620801	408.142524	199.76648	106.842531
unassigned_transcript_347	L0F63_002252	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_002253-T1_mrna	L0F63_002253	352.721844	280.362737	418.81762	277.534045	362.141284	443.121072
gnl|WGS:JAKSZP|L0F63_002274-T1_mrna	L0F63_002274	643.157428	0	470.644264	0.930065	1269.196279	632.695338
gnl|WGS:JAKSZP|L0F63_002321-T1_mrna	L0F63_002321	316.399365	311.433901	547.239585	345.069013	427.053129	340.628743
unassigned_transcript_348	L0F63_002360	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_002373-T1_mrna	L0F63_002373	63.991673	68.346414	36.274828	66.440815	34.99062	58.029414
gnl|WGS:JAKSZP|L0F63_002374-T1_mrna	L0F63_002374	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_002387-T1_mrna	L0F63_002387	48.262728	160.003117	61.232531	48.221296	47.606019	55.328759
gnl|WGS:JAKSZP|L0F63_002388-T1_mrna	L0F63_002388	49.874168	122.20016	59.099973	117.902306	74.255789	49.777111
gnl|WGS:JAKSZP|L0F63_002389-T1_mrna	L0F63_002389	62.505456	163.702516	81.381702	195.299361	121.054661	96.797218
gnl|WGS:JAKSZP|L0F63_002400-T1_mrna	L0F63_002400	356.305368	355.232602	271.650857	461.888943	396.069847	239.236602
gnl|WGS:JAKSZP|L0F63_002407-T1_mrna	L0F63_002407	0	0	0	0	0	0
unassigned_transcript_349	L0F63_002419	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_002443-T1_mrna	L0F63_002443	86.35077	168.184877	14.148155	136.381917	56.636876	50.458599
gnl|WGS:JAKSZP|L0F63_002444-T1_mrna	L0F63_002444	113.321863	221.007491	45.278756	206.288819	73.434842	64.534064
gnl|WGS:JAKSZP|L0F63_002455-T1_mrna	L0F63_002455	19.307773	85.513489	8.36146	50.139807	16.451686	14.635947
gnl|WGS:JAKSZP|L0F63_002470-T1_mrna	L0F63_002470	32.392984	70.768574	35.568045	48.388065	44.719977	52.031637
gnl|WGS:JAKSZP|L0F63_002471-T1_mrna	L0F63_002471	91.031149	40.491774	372.505513	589.340924	114.895148	87.333284
unassigned_transcript_350	L0F63_002488	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_002489-T1_mrna	L0F63_002489	55.179323	143.953657	81.740378	155.461979	72.040475	74.080262
unassigned_transcript_351	L0F63_002501	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_002502-T1_mrna	L0F63_002502	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_002515-T1_mrna	L0F63_002515	107.789633	159.608246	56.630975	119.155263	122.8706	110.677847
gnl|WGS:JAKSZP|L0F63_002528-T1_mrna	L0F63_002528	1.186837	5.505944	0.347782	9.285655	0.149619	0.175413
unassigned_transcript_352	L0F63_002529	0	0	0	0	0	0
unassigned_transcript_353	L0F63_002530	0	0	0	0	0	0
unassigned_transcript_354	L0F63_002561	0	0	0	0	0	0
unassigned_transcript_355	L0F63_002585	0	0	0	0	0	0
unassigned_transcript_356	L0F63_002596	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_002597-T1_mrna	L0F63_002597	184.509182	740.460498	65.826038	269.605165	63.315653	64.578366
gnl|WGS:JAKSZP|L0F63_002619-T1_mrna	L0F63_002619	133.690082	291.100232	175.723767	331.589821	211.734123	139.602945
gnl|WGS:JAKSZP|L0F63_002627-T1_mrna	L0F63_002627	141.320405	191.503162	95.273809	173.091957	111.227151	133.072318
gnl|WGS:JAKSZP|L0F63_002628-T1_mrna	L0F63_002628	49.916105	127.413811	10.220959	49.886098	32.97794	11.573742
gnl|WGS:JAKSZP|L0F63_002642-T1_mrna	L0F63_002642	94.041139	119.283269	70.19089	106.254972	81.743997	92.551265
gnl|WGS:JAKSZP|L0F63_002657-T1_mrna	L0F63_002657	181.853994	292.098765	303.051631	242.053018	102.97712	133.454748
unassigned_transcript_357	L0F63_002671	0	0	0	0	0	0
unassigned_transcript_358	L0F63_002672	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_002683-T1_mrna	L0F63_002683	146.437169	164.828661	61.238087	125.837433	123.037228	125.797579
gnl|WGS:JAKSZP|L0F63_002707-T1_mrna	L0F63_002707	57.466165	129.04417	23.924318	106.739815	50.275262	42.337837
unassigned_transcript_359	L0F63_002717	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_002726-T1_mrna	L0F63_002726	39.139723	84.193793	16.973271	77.987297	43.421221	32.022098
gnl|WGS:JAKSZP|L0F63_002727-T1_mrna	L0F63_002727	18.979416	54.696364	2.54251	53.478449	12.123822	6.912016
gnl|WGS:JAKSZP|L0F63_002728-T1_mrna	L0F63_002728	23.718115	68.466268	4.057001	66.696855	14.364435	13.671805
gnl|WGS:JAKSZP|L0F63_002761-T1_mrna	L0F63_002761	22.108291	52.072332	17.801602	47.956012	18.609207	18.302159
gnl|WGS:JAKSZP|L0F63_002805-T1_mrna	L0F63_002805	67.907791	121.542979	39.905771	99.543881	64.727674	63.429566
unassigned_transcript_360	L0F63_002815	0	0	0	0	0	0
unassigned_transcript_361	L0F63_002824	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_002825-T1_mrna	L0F63_002825	23.368561	31.39113	25.398649	25.31041	18.377005	18.235364
gnl|WGS:JAKSZP|L0F63_002836-T1_mrna	L0F63_002836	34.892212	76.7474	27.926428	581.646663	22.151095	16.983374
unassigned_transcript_362	L0F63_002851	0	0	0	0	0	0
unassigned_transcript_363	L0F63_002852	0	0	0	0	0	0
unassigned_transcript_364	L0F63_002868	0	0	0	0	0	0
unassigned_transcript_365	L0F63_002879	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_002943-T1_mrna	L0F63_002943	45.09669	35.691156	18.118624	32.326071	28.397232	35.84083
gnl|WGS:JAKSZP|L0F63_002977-T1_mrna	L0F63_002977	37.617715	14.065158	74.848735	16.838586	67.456427	69.98135
gnl|WGS:JAKSZP|L0F63_002985-T1_mrna	L0F63_002985	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_002999-T1_mrna	L0F63_002999	48.461963	50.399965	19.781764	57.882046	42.971742	47.438981
unassigned_transcript_366	L0F63_003009	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_003010-T1_mrna	L0F63_003010	45.770398	92.738171	39.311571	79.355899	37.23168	43.189583
gnl|WGS:JAKSZP|L0F63_003023-T1_mrna	L0F63_003023	1063.813102	255.890019	1745.011709	284.224301	1333.432215	1773.964146
unassigned_transcript_367	L0F63_003024	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_003049-T1_mrna	L0F63_003049	0	9.054607	0	2.467987	0	0
gnl|WGS:JAKSZP|L0F63_003077-T1_mrna	L0F63_003077	292.901731	298.994467	198.583399	315.670243	217.263168	276.543628
gnl|WGS:JAKSZP|L0F63_003085-T1_mrna	L0F63_003085	50.31571	89.957726	41.169552	95.824116	76.18206	42.571089
unassigned_transcript_368	L0F63_003108	0	0	0	0	0	0
unassigned_transcript_369	L0F63_003118	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_003134-T1_mrna	L0F63_003134	100.008254	91.055123	115.418939	56.426344	88.889311	100.843619
gnl|WGS:JAKSZP|L0F63_003145-T1_mrna	L0F63_003145	222.243447	164.196933	350.49919	108.651977	300.630879	332.301777
gnl|WGS:JAKSZP|L0F63_003161-T1_mrna	L0F63_003161	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_003172-T1_mrna	L0F63_003172	94.57592	980.409342	3.110623	1102.907091	30.833704	34.721629
gnl|WGS:JAKSZP|L0F63_003193-T1_mrna	L0F63_003193	39.662153	51.491309	38.249889	54.485257	50.569309	42.577207
gnl|WGS:JAKSZP|L0F63_003201-T1_mrna	L0F63_003201	212.64194	168.370015	242.536412	162.505146	308.96094	205.693749
gnl|WGS:JAKSZP|L0F63_003213-T1_mrna	L0F63_003213	24.134978	42.775453	8.773447	40.086445	12.163944	19.31342
unassigned_transcript_370	L0F63_003226	0	0	0	0	0	0
unassigned_transcript_371	L0F63_003242	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_003243-T1_mrna	L0F63_003243	152.051287	231.819562	113.736116	216.14177	126.416042	109.030503
gnl|WGS:JAKSZP|L0F63_003257-T1_mrna	L0F63_003257	133.89218	38.516723	16.243743	31.9117	23.351823	75.849307
unassigned_transcript_372	L0F63_003258	0	0	0	0	0	0
unassigned_transcript_373	L0F63_003278	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_003287-T1_mrna	L0F63_003287	41.434558	46.440318	25.572612	56.390923	11.343013	19.9467
gnl|WGS:JAKSZP|L0F63_003298-T1_mrna	L0F63_003298	43.592394	127.138955	14.584624	180.539001	38.280043	21.946493
unassigned_transcript_374	L0F63_003306	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_003320-T1_mrna	L0F63_003320	34.610804	82.69548	25.838641	64.55258	58.294781	30.379618
gnl|WGS:JAKSZP|L0F63_003325-T1_mrna	L0F63_003325	134.375874	125.31121	230.646829	198.799808	125.950057	154.64597
gnl|WGS:JAKSZP|L0F63_003348-T1_mrna	L0F63_003348	33.263922	58.40005	35.63813	52.799123	57.679244	32.276905
gnl|WGS:JAKSZP|L0F63_003360-T1_mrna	L0F63_003360	9.622372	23.574759	9.871401	18.137357	14.457194	11.114742
unassigned_transcript_375	L0F63_003372	0	0	0	0	0	0
unassigned_transcript_376	L0F63_003428	0	0	0	0	0	0
unassigned_transcript_377	L0F63_003437	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_003438-T1_mrna	L0F63_003438	16.230642	57.077089	5.899427	56.761143	12.031202	11.002935
unassigned_transcript_378	L0F63_003448	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_003449-T1_mrna	L0F63_003449	0.04174	0	0.085718	0	0	0
gnl|WGS:JAKSZP|L0F63_003458-T1_mrna	L0F63_003458	1660.225893	17648.978122	73.769119	3941.041599	31.305644	379.739914
gnl|WGS:JAKSZP|L0F63_003490-T1_mrna	L0F63_003490	37.302333	95.440604	26.432762	79.033464	41.743181	31.658717
unassigned_transcript_379	L0F63_003544	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_003552-T1_mrna	L0F63_003552	242.686275	160.533927	134.28035	119.265755	130.630689	174.802407
gnl|WGS:JAKSZP|L0F63_003553-T1_mrna	L0F63_003553	58.261493	281.311018	76.820691	319.756695	55.334293	69.181493
unassigned_transcript_380	L0F63_003597	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_003660-T1_mrna	L0F63_003660	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_003670-T1_mrna	L0F63_003670	20.230745	55.643335	14.631695	36.823865	16.626677	10.642539
gnl|WGS:JAKSZP|L0F63_003679-T1_mrna	L0F63_003679	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_003690-T1_mrna	L0F63_003690	26.398615	19.304119	22.909196	23.22766	39.435413	11.864678
gnl|WGS:JAKSZP|L0F63_003697-T1_mrna	L0F63_003697	634.530689	205.838741	1011.335046	396.167163	892.870311	746.424164
gnl|WGS:JAKSZP|L0F63_003706-T1_mrna	L0F63_003706	314.84628	484.102667	377.99596	523.338717	470.542752	310.335315
gnl|WGS:JAKSZP|L0F63_003715-T1_mrna	L0F63_003715	45.680661	168.002938	56.251597	155.123541	38.712891	37.623007
unassigned_transcript_381	L0F63_003740	0	0	0	0	0	0
unassigned_transcript_382	L0F63_003762	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_003763-T1_mrna	L0F63_003763	23.990195	97.537095	9.160317	83.975197	30.839635	17.507872
gnl|WGS:JAKSZP|L0F63_003772-T1_mrna	L0F63_003772	37.265051	73.399964	19.877775	52.062954	46.265978	41.791813
unassigned_transcript_383	L0F63_003781	0	0	0	0	0	0
